Death Count,Group,Number of Records,Record ID
581000,Jews,1,581
582000,Jews,1,582
583000,Jews,1,583
584000,Jews,1,584
585000,Jews,1,585
586000,Jews,1,586
587000,Jews,1,587
588000,Jews,1,588
589000,Jews,1,589
590000,Jews,1,590
591000,Jews,1,591
592000,Jews,1,592
593000,Jews,1,593
594000,Jews,1,594
595000,Jews,1,595
596000,Jews,1,596
597000,Jews,1,597
598000,Jews,1,598
599000,Jews,1,599
600000,Jews,1,600
601000,Jews,1,601
602000,Jews,1,602
603000,Jews,1,603
604000,Jews,1,604
605000,Jews,1,605
606000,Jews,1,606
607000,Jews,1,607
608000,Jews,1,608
609000,Jews,1,609
610000,Jews,1,610
611000,Jews,1,611
612000,Jews,1,612
613000,Jews,1,613
614000,Jews,1,614
615000,Jews,1,615
616000,Jews,1,616
617000,Jews,1,617
618000,Jews,1,618
619000,Jews,1,619
620000,Jews,1,620
621000,Jews,1,621
622000,Jews,1,622
623000,Jews,1,623
624000,Jews,1,624
625000,Jews,1,625
626000,Jews,1,626
627000,Jews,1,627
628000,Jews,1,628
629000,Jews,1,629
630000,Jews,1,630
631000,Jews,1,631
632000,Jews,1,632
633000,Jews,1,633
634000,Jews,1,634
635000,Jews,1,635
636000,Jews,1,636
637000,Jews,1,637
638000,Jews,1,638
639000,Jews,1,639
640000,Jews,1,640
641000,Jews,1,641
642000,Jews,1,642
643000,Jews,1,643
644000,Jews,1,644
645000,Jews,1,645
646000,Jews,1,646
647000,Jews,1,647
648000,Jews,1,648
649000,Jews,1,649
650000,Jews,1,650
651000,Jews,1,651
652000,Jews,1,652
653000,Jews,1,653
654000,Jews,1,654
655000,Jews,1,655
656000,Jews,1,656
657000,Jews,1,657
658000,Jews,1,658
659000,Jews,1,659
660000,Jews,1,660
661000,Jews,1,661
662000,Jews,1,662
663000,Jews,1,663
664000,Jews,1,664
665000,Jews,1,665
666000,Jews,1,666
667000,Jews,1,667
668000,Jews,1,668
669000,Jews,1,669
670000,Jews,1,670
671000,Jews,1,671
672000,Jews,1,672
673000,Jews,1,673
674000,Jews,1,674
675000,Jews,1,675
676000,Jews,1,676
677000,Jews,1,677
678000,Jews,1,678
679000,Jews,1,679
680000,Jews,1,680
681000,Jews,1,681
682000,Jews,1,682
683000,Jews,1,683
684000,Jews,1,684
685000,Jews,1,685
686000,Jews,1,686
687000,Jews,1,687
688000,Jews,1,688
689000,Jews,1,689
690000,Jews,1,690
691000,Jews,1,691
692000,Jews,1,692
693000,Jews,1,693
694000,Jews,1,694
695000,Jews,1,695
696000,Jews,1,696
697000,Jews,1,697
698000,Jews,1,698
699000,Jews,1,699
700000,Jews,1,700
701000,Jews,1,701
702000,Jews,1,702
703000,Jews,1,703
704000,Jews,1,704
705000,Jews,1,705
706000,Jews,1,706
707000,Jews,1,707
708000,Jews,1,708
709000,Jews,1,709
710000,Jews,1,710
711000,Jews,1,711
712000,Jews,1,712
713000,Jews,1,713
714000,Jews,1,714
715000,Jews,1,715
716000,Jews,1,716
717000,Jews,1,717
718000,Jews,1,718
719000,Jews,1,719
720000,Jews,1,720
721000,Jews,1,721
722000,Jews,1,722
723000,Jews,1,723
724000,Jews,1,724
725000,Jews,1,725
726000,Jews,1,726
727000,Jews,1,727
728000,Jews,1,728
729000,Jews,1,729
730000,Jews,1,730
731000,Jews,1,731
732000,Jews,1,732
733000,Jews,1,733
734000,Jews,1,734
735000,Jews,1,735
736000,Jews,1,736
737000,Jews,1,737
738000,Jews,1,738
739000,Jews,1,739
740000,Jews,1,740
741000,Jews,1,741
742000,Jews,1,742
743000,Jews,1,743
744000,Jews,1,744
745000,Jews,1,745
746000,Jews,1,746
747000,Jews,1,747
748000,Jews,1,748
749000,Jews,1,749
750000,Jews,1,750
751000,Jews,1,751
752000,Jews,1,752
753000,Jews,1,753
754000,Jews,1,754
755000,Jews,1,755
756000,Jews,1,756
757000,Jews,1,757
758000,Jews,1,758
759000,Jews,1,759
760000,Jews,1,760
761000,Jews,1,761
762000,Jews,1,762
763000,Jews,1,763
764000,Jews,1,764
765000,Jews,1,765
766000,Jews,1,766
767000,Jews,1,767
768000,Jews,1,768
769000,Jews,1,769
770000,Jews,1,770
771000,Jews,1,771
772000,Jews,1,772
773000,Jews,1,773
774000,Jews,1,774
775000,Jews,1,775
776000,Jews,1,776
777000,Jews,1,777
778000,Jews,1,778
779000,Jews,1,779
780000,Jews,1,780
781000,Jews,1,781
782000,Jews,1,782
783000,Jews,1,783
784000,Jews,1,784
785000,Jews,1,785
786000,Jews,1,786
787000,Jews,1,787
788000,Jews,1,788
789000,Jews,1,789
790000,Jews,1,790
791000,Jews,1,791
792000,Jews,1,792
793000,Jews,1,793
794000,Jews,1,794
795000,Jews,1,795
796000,Jews,1,796
797000,Jews,1,797
798000,Jews,1,798
799000,Jews,1,799
800000,Jews,1,800
801000,Jews,1,801
802000,Jews,1,802
803000,Jews,1,803
804000,Jews,1,804
805000,Jews,1,805
806000,Jews,1,806
807000,Jews,1,807
808000,Jews,1,808
809000,Jews,1,809
810000,Jews,1,810
811000,Jews,1,811
812000,Jews,1,812
813000,Jews,1,813
814000,Jews,1,814
815000,Jews,1,815
816000,Jews,1,816
817000,Jews,1,817
818000,Jews,1,818
819000,Jews,1,819
820000,Jews,1,820
821000,Jews,1,821
822000,Jews,1,822
823000,Jews,1,823
824000,Jews,1,824
825000,Jews,1,825
826000,Jews,1,826
827000,Jews,1,827
828000,Jews,1,828
829000,Jews,1,829
830000,Jews,1,830
831000,Jews,1,831
832000,Jews,1,832
833000,Jews,1,833
834000,Jews,1,834
835000,Jews,1,835
836000,Jews,1,836
837000,Jews,1,837
838000,Jews,1,838
839000,Jews,1,839
840000,Jews,1,840
841000,Jews,1,841
842000,Jews,1,842
843000,Jews,1,843
844000,Jews,1,844
845000,Jews,1,845
846000,Jews,1,846
847000,Jews,1,847
848000,Jews,1,848
849000,Jews,1,849
850000,Jews,1,850
851000,Jews,1,851
852000,Jews,1,852
853000,Jews,1,853
854000,Jews,1,854
855000,Jews,1,855
856000,Jews,1,856
857000,Jews,1,857
858000,Jews,1,858
859000,Jews,1,859
860000,Jews,1,860
861000,Jews,1,861
862000,Jews,1,862
863000,Jews,1,863
864000,Jews,1,864
865000,Jews,1,865
866000,Jews,1,866
867000,Jews,1,867
868000,Jews,1,868
869000,Jews,1,869
870000,Jews,1,870
871000,Jews,1,871
872000,Jews,1,872
873000,Jews,1,873
874000,Jews,1,874
875000,Jews,1,875
876000,Jews,1,876
877000,Jews,1,877
878000,Jews,1,878
879000,Jews,1,879
880000,Jews,1,880
881000,Jews,1,881
882000,Jews,1,882
883000,Jews,1,883
884000,Jews,1,884
885000,Jews,1,885
886000,Jews,1,886
887000,Jews,1,887
888000,Jews,1,888
889000,Jews,1,889
890000,Jews,1,890
891000,Jews,1,891
892000,Jews,1,892
893000,Jews,1,893
894000,Jews,1,894
895000,Jews,1,895
896000,Jews,1,896
897000,Jews,1,897
898000,Jews,1,898
899000,Jews,1,899
900000,Jews,1,900
901000,Jews,1,901
902000,Jews,1,902
903000,Jews,1,903
904000,Jews,1,904
905000,Jews,1,905
906000,Jews,1,906
907000,Jews,1,907
908000,Jews,1,908
909000,Jews,1,909
910000,Jews,1,910
911000,Jews,1,911
912000,Jews,1,912
913000,Jews,1,913
914000,Jews,1,914
915000,Jews,1,915
916000,Jews,1,916
917000,Jews,1,917
918000,Jews,1,918
919000,Jews,1,919
920000,Jews,1,920
921000,Jews,1,921
922000,Jews,1,922
923000,Jews,1,923
924000,Jews,1,924
925000,Jews,1,925
926000,Jews,1,926
927000,Jews,1,927
928000,Jews,1,928
929000,Jews,1,929
930000,Jews,1,930
931000,Jews,1,931
932000,Jews,1,932
933000,Jews,1,933
934000,Jews,1,934
935000,Jews,1,935
936000,Jews,1,936
937000,Jews,1,937
938000,Jews,1,938
939000,Jews,1,939
940000,Jews,1,940
941000,Jews,1,941
942000,Jews,1,942
943000,Jews,1,943
944000,Jews,1,944
945000,Jews,1,945
946000,Jews,1,946
947000,Jews,1,947
948000,Jews,1,948
949000,Jews,1,949
950000,Jews,1,950
951000,Jews,1,951
952000,Jews,1,952
953000,Jews,1,953
954000,Jews,1,954
955000,Jews,1,955
956000,Jews,1,956
957000,Jews,1,957
958000,Jews,1,958
959000,Jews,1,959
960000,Jews,1,960
961000,Jews,1,961
962000,Jews,1,962
963000,Jews,1,963
964000,Jews,1,964
965000,Jews,1,965
966000,Jews,1,966
967000,Jews,1,967
968000,Jews,1,968
969000,Jews,1,969
970000,Jews,1,970
971000,Jews,1,971
972000,Jews,1,972
973000,Jews,1,973
974000,Jews,1,974
975000,Jews,1,975
976000,Jews,1,976
977000,Jews,1,977
978000,Jews,1,978
979000,Jews,1,979
980000,Jews,1,980
981000,Jews,1,981
982000,Jews,1,982
983000,Jews,1,983
984000,Jews,1,984
985000,Jews,1,985
986000,Jews,1,986
987000,Jews,1,987
988000,Jews,1,988
989000,Jews,1,989
990000,Jews,1,990
991000,Jews,1,991
992000,Jews,1,992
993000,Jews,1,993
994000,Jews,1,994
995000,Jews,1,995
996000,Jews,1,996
997000,Jews,1,997
998000,Jews,1,998
999000,Jews,1,999
1000000,Jews,1,1000
1000,Homosexuals,1,17355
2000,Homosexuals,1,17356
3000,Homosexuals,1,17357
4000,Homosexuals,1,17358
5000,Homosexuals,1,17359
1000,Jehovah's Witnesses,1,17283
2000,Jehovah's Witnesses,1,17284
1001000,Jews,1,1001
1002000,Jews,1,1002
1003000,Jews,1,1003
1004000,Jews,1,1004
1005000,Jews,1,1005
1006000,Jews,1,1006
1007000,Jews,1,1007
1008000,Jews,1,1008
1009000,Jews,1,1009
1010000,Jews,1,1010
1011000,Jews,1,1011
1012000,Jews,1,1012
1013000,Jews,1,1013
1014000,Jews,1,1014
1015000,Jews,1,1015
1016000,Jews,1,1016
1017000,Jews,1,1017
1018000,Jews,1,1018
1019000,Jews,1,1019
1020000,Jews,1,1020
1021000,Jews,1,1021
1022000,Jews,1,1022
1023000,Jews,1,1023
1024000,Jews,1,1024
1025000,Jews,1,1025
1026000,Jews,1,1026
1027000,Jews,1,1027
1028000,Jews,1,1028
1029000,Jews,1,1029
1030000,Jews,1,1030
1031000,Jews,1,1031
1032000,Jews,1,1032
1033000,Jews,1,1033
1034000,Jews,1,1034
1035000,Jews,1,1035
1036000,Jews,1,1036
1037000,Jews,1,1037
1038000,Jews,1,1038
1039000,Jews,1,1039
1040000,Jews,1,1040
1041000,Jews,1,1041
1042000,Jews,1,1042
1043000,Jews,1,1043
1044000,Jews,1,1044
1045000,Jews,1,1045
1046000,Jews,1,1046
1047000,Jews,1,1047
1048000,Jews,1,1048
1049000,Jews,1,1049
1050000,Jews,1,1050
1051000,Jews,1,1051
1052000,Jews,1,1052
1053000,Jews,1,1053
1054000,Jews,1,1054
1055000,Jews,1,1055
1056000,Jews,1,1056
1057000,Jews,1,1057
1058000,Jews,1,1058
1059000,Jews,1,1059
1060000,Jews,1,1060
1061000,Jews,1,1061
1062000,Jews,1,1062
1063000,Jews,1,1063
1064000,Jews,1,1064
1065000,Jews,1,1065
1066000,Jews,1,1066
1067000,Jews,1,1067
1068000,Jews,1,1068
1069000,Jews,1,1069
1070000,Jews,1,1070
1071000,Jews,1,1071
1072000,Jews,1,1072
1073000,Jews,1,1073
1074000,Jews,1,1074
1075000,Jews,1,1075
1076000,Jews,1,1076
1077000,Jews,1,1077
1078000,Jews,1,1078
1079000,Jews,1,1079
1080000,Jews,1,1080
1081000,Jews,1,1081
1082000,Jews,1,1082
1083000,Jews,1,1083
1084000,Jews,1,1084
1085000,Jews,1,1085
1086000,Jews,1,1086
1087000,Jews,1,1087
1088000,Jews,1,1088
1089000,Jews,1,1089
1090000,Jews,1,1090
1091000,Jews,1,1091
1092000,Jews,1,1092
1093000,Jews,1,1093
1094000,Jews,1,1094
1095000,Jews,1,1095
1096000,Jews,1,1096
1097000,Jews,1,1097
1098000,Jews,1,1098
1099000,Jews,1,1099
1100000,Jews,1,1100
1101000,Jews,1,1101
1102000,Jews,1,1102
1103000,Jews,1,1103
1104000,Jews,1,1104
1105000,Jews,1,1105
1106000,Jews,1,1106
1107000,Jews,1,1107
1108000,Jews,1,1108
1109000,Jews,1,1109
1110000,Jews,1,1110
1111000,Jews,1,1111
1112000,Jews,1,1112
1113000,Jews,1,1113
1114000,Jews,1,1114
1115000,Jews,1,1115
1116000,Jews,1,1116
1117000,Jews,1,1117
1118000,Jews,1,1118
1119000,Jews,1,1119
1120000,Jews,1,1120
1121000,Jews,1,1121
1122000,Jews,1,1122
1123000,Jews,1,1123
1124000,Jews,1,1124
1125000,Jews,1,1125
1126000,Jews,1,1126
1127000,Jews,1,1127
1128000,Jews,1,1128
1129000,Jews,1,1129
1130000,Jews,1,1130
1131000,Jews,1,1131
1132000,Jews,1,1132
1133000,Jews,1,1133
1134000,Jews,1,1134
1135000,Jews,1,1135
1136000,Jews,1,1136
1137000,Jews,1,1137
1138000,Jews,1,1138
1139000,Jews,1,1139
1140000,Jews,1,1140
1141000,Jews,1,1141
1142000,Jews,1,1142
1143000,Jews,1,1143
1144000,Jews,1,1144
1145000,Jews,1,1145
1146000,Jews,1,1146
1147000,Jews,1,1147
1148000,Jews,1,1148
1149000,Jews,1,1149
1150000,Jews,1,1150
1151000,Jews,1,1151
1152000,Jews,1,1152
1153000,Jews,1,1153
1154000,Jews,1,1154
1155000,Jews,1,1155
1156000,Jews,1,1156
1157000,Jews,1,1157
1158000,Jews,1,1158
1159000,Jews,1,1159
1160000,Jews,1,1160
1161000,Jews,1,1161
1162000,Jews,1,1162
1163000,Jews,1,1163
1164000,Jews,1,1164
1165000,Jews,1,1165
1166000,Jews,1,1166
1167000,Jews,1,1167
1168000,Jews,1,1168
1169000,Jews,1,1169
1170000,Jews,1,1170
1171000,Jews,1,1171
1172000,Jews,1,1172
1173000,Jews,1,1173
1174000,Jews,1,1174
1175000,Jews,1,1175
1176000,Jews,1,1176
1177000,Jews,1,1177
1178000,Jews,1,1178
1179000,Jews,1,1179
1180000,Jews,1,1180
1181000,Jews,1,1181
1182000,Jews,1,1182
1183000,Jews,1,1183
1184000,Jews,1,1184
1185000,Jews,1,1185
1186000,Jews,1,1186
1187000,Jews,1,1187
1188000,Jews,1,1188
1189000,Jews,1,1189
1190000,Jews,1,1190
1191000,Jews,1,1191
1192000,Jews,1,1192
1193000,Jews,1,1193
1194000,Jews,1,1194
1195000,Jews,1,1195
1196000,Jews,1,1196
1197000,Jews,1,1197
1198000,Jews,1,1198
1199000,Jews,1,1199
1200000,Jews,1,1200
1201000,Jews,1,1201
1202000,Jews,1,1202
1203000,Jews,1,1203
1204000,Jews,1,1204
1205000,Jews,1,1205
1206000,Jews,1,1206
1207000,Jews,1,1207
1208000,Jews,1,1208
1209000,Jews,1,1209
1210000,Jews,1,1210
1211000,Jews,1,1211
1212000,Jews,1,1212
1213000,Jews,1,1213
1214000,Jews,1,1214
1215000,Jews,1,1215
1216000,Jews,1,1216
1217000,Jews,1,1217
1218000,Jews,1,1218
