Account Id,Amount,Billing Country,Billing State,Number of Open Opportunities,Covid Risk,Cose Date,CreatedDate (User.csv),Created Date,Expected Amount,Forecast Category,Id (Account.csv),Id (OpportunityHistory.csv),Id (OpportunityLineItem.csv),Id (OpportunityStage.csv),Id (User.csv),Id,Industry,Is Closed,Last Modified Date,Manager Id,Master Label,Name (Account.csv),Name (User.csv),Name,Number of Records,OpportunityId (OpportunityLineItem.csv),Opportunity Id,Owner Id,Segment,SortOrder (OpportunityStage.csv),Sort Order,StageName (OpportunityHistory.csv),Stage Name,System Modstamp,Type
0011I00000EmeRKQAZ,85000,United States,Texas,1,Safe,12/16/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,63750,Pipeline,0011I00000EmeRKQAZ,0081I00000Y2u62QAB,00k1I00000QHAchQAH,01J1I00000FZz8bUAD,0051I000001qQ7IQAU,0061I000007S2aKQAS,Banking,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Proposal/Price Quote,Vulputate Mauris Sagittis LLC,Sean Barton,Vulputate Mauris Sagittis LLC 1,1,0061I000007S2aKQAS,0061I000007S2aKQAS,0051I000001qQ7IQAU,Enterprise,7,,Proposal/Price Quote,Proposal/Price Quote,1/2/2021 10:37:20 AM,
0011I00000EmeRKQAZ,20000,United States,Texas,1,Safe,11/21/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,18000,Pipeline,0011I00000EmeRKQAZ,0081I00000Y2u63QAB,00k1I00000QHAciQAH,01J1I00000FZz8hUAD,0051I000001qQ7IQAU,0061I000007S2aLQAS,Banking,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Negotiation/Review,Vulputate Mauris Sagittis LLC,Sean Barton,Vulputate Mauris Sagittis LLC 2,1,0061I000007S2aLQAS,0061I000007S2aLQAS,0051I000001qQ7IQAU,Enterprise,8,,Negotiation/Review,Negotiation/Review,1/2/2021 10:37:20 AM,
0011I00000EmeRKQAZ,50000,United States,Texas,1,At Risk,11/22/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,5000,Pipeline,0011I00000EmeRKQAZ,0081I00000Y2u64QAB,00k1I00000QHAcjQAH,01J1I00000FZz8aUAD,0051I000001qQ7IQAU,0061I000007S2aMQAS,Banking,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Qualification,Vulputate Mauris Sagittis LLC,Sean Barton,Covid Vulputate Mauris Sagittis LLC 3,1,0061I000007S2aMQAS,0061I000007S2aMQAS,0051I000001qQ7IQAU,Enterprise,2,,Qualification,Qualification,1/2/2021 10:37:20 AM,
0011I00000EmeRIQAZ,25000,United States,Florida,1,Safe,12/19/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,2500,Pipeline,0011I00000EmeRIQAZ,0081I00000Y2u65QAB,00k1I00000QHAcrQAH,01J1I00000FZz8ZUAT,0051I000001qQ7IQAU,0061I000007S2aUQAS,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Prospecting,Porttitor Scelerisque Incorporated,Sean Barton,Porttitor Scelerisque Incorporated 11,1,0061I000007S2aUQAS,0061I000007S2aUQAS,0051I000001qQ7IQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:20 AM,
0011I00000EmeRIQAZ,85000,United States,Florida,1,Safe,11/16/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,8500,Pipeline,0011I00000EmeRIQAZ,0081I00000Y2u66QAB,00k1I00000QHActQAH,01J1I00000FZz8ZUAT,0051I000001qQ7IQAU,0061I000007S2aWQAS,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Prospecting,Porttitor Scelerisque Incorporated,Sean Barton,Porttitor Scelerisque Incorporated 13,1,0061I000007S2aWQAS,0061I000007S2aWQAS,0051I000001qQ7IQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:20 AM,
0011I00000EmeRHQAZ,50000,United States,Texas,1,At Risk,11/2/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,5000,Pipeline,0011I00000EmeRHQAZ,0081I00000Y2u67QAB,00k1I00000QHAcvQAH,01J1I00000FZz8ZUAT,0051I000001qQ7IQAU,0061I000007S2aYQAS,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Prospecting,Fringilla Purus Mauris Inc.,Sean Barton,Covid Fringilla Purus Mauris Inc. 15,1,0061I000007S2aYQAS,0061I000007S2aYQAS,0051I000001qQ7IQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:20 AM,
0011I00000EmeRnQAJ,50000,United States,New Jersey,1,Safe,10/28/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,25000,Pipeline,0011I00000EmeRnQAJ,0081I00000Y2u4sQAB,00k1I00000QHAZiQAP,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2XMQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Value Proposition,A Enim Consulting,Sean Barton,A Enim Consulting 12,1,0061I000007S2XMQA0,0061I000007S2XMQA0,0051I000001qQ7IQAU,Commercial,4,,Value Proposition,Value Proposition,1/2/2021 10:37:19 AM,
0011I00000EmeRnQAJ,25000,United States,New Jersey,1,Safe,10/23/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,12500,Pipeline,0011I00000EmeRnQAJ,0081I00000Y2u4tQAB,00k1I00000QHAZjQAP,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2XNQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Value Proposition,A Enim Consulting,Sean Barton,A Enim Consulting 13,1,0061I000007S2XNQA0,0061I000007S2XNQA0,0051I000001qQ7IQAU,Commercial,4,,Value Proposition,Value Proposition,1/2/2021 10:37:19 AM,
0011I00000EmeRnQAJ,85000,United States,New Jersey,1,Safe,12/3/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,51000,Pipeline,0011I00000EmeRnQAJ,0081I00000Y2u4uQAB,00k1I00000QHAZlQAP,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2XPQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Id. Decision Makers,A Enim Consulting,Sean Barton,A Enim Consulting 15,1,0061I000007S2XPQA0,0061I000007S2XPQA0,0051I000001qQ7IQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:19 AM,
0011I00000EmeRnQAJ,20000,United States,New Jersey,1,Safe,11/29/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,12000,Pipeline,0011I00000EmeRnQAJ,0081I00000Y2u4vQAB,00k1I00000QHAZmQAP,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2XQQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Id. Decision Makers,A Enim Consulting,Sean Barton,A Enim Consulting 1,1,0061I000007S2XQQA0,0061I000007S2XQQA0,0051I000001qQ7IQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:19 AM,
0011I00000EmeRnQAJ,50000,United States,New Jersey,1,Safe,10/31/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,30000,Pipeline,0011I00000EmeRnQAJ,0081I00000Y2u4wQAB,00k1I00000QHAZnQAP,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2XRQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Id. Decision Makers,A Enim Consulting,Sean Barton,A Enim Consulting 2,1,0061I000007S2XRQA0,0061I000007S2XRQA0,0051I000001qQ7IQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:19 AM,
0011I00000EmeRnQAJ,40000,United States,New Jersey,1,At Risk,10/31/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,24000,Pipeline,0011I00000EmeRnQAJ,0081I00000Y2u4xQAB,00k1I00000QHAZoQAP,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2XSQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Id. Decision Makers,A Enim Consulting,Sean Barton,Covid A Enim Consulting 3,1,0061I000007S2XSQA0,0061I000007S2XSQA0,0051I000001qQ7IQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:19 AM,
0011I00000EmeRmQAJ,120000,Japan,Connecticut,1,Safe,12/21/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,84000,Pipeline,0011I00000EmeRmQAJ,0081I00000Y2u4yQAB,00k1I00000QHAZqQAP,01J1I00000FZz8iUAD,0051I000001qQ7IQAU,0061I000007S2XUQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Perception Analysis,Augue Eu Tellus LLC,Sean Barton,Augue Eu Tellus LLC 5,1,0061I000007S2XUQA0,0061I000007S2XUQA0,0051I000001qQ7IQAU,Enterprise,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:19 AM,
0011I00000EmeRmQAJ,100000,Japan,Connecticut,1,Safe,12/8/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:17 AM,70000,Pipeline,0011I00000EmeRmQAJ,0081I00000Y2u4zQAB,00k1I00000QHAZrQAP,01J1I00000FZz8iUAD,0051I000001qQ7IQAU,0061I000007S2XVQA0,Apparel,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Perception Analysis,Augue Eu Tellus LLC,Sean Barton,Augue Eu Tellus LLC 6,1,0061I000007S2XVQA0,0061I000007S2XVQA0,0051I000001qQ7IQAU,Enterprise,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:19 AM,
0011I00000EmeRjQAJ,40000,United States,Virginia,1,Safe,10/11/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:17 AM,28000,Pipeline,0011I00000EmeRjQAJ,0081I00000Y2u50QAB,00k1I00000QHAa5QAH,01J1I00000FZz8iUAD,0051I000001qQ7DQAU,0061I000007S2XjQAK,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Perception Analysis,Lacus Pede Sagittis Corp.,Rachel Stark,Lacus Pede Sagittis Corp. 5,1,0061I000007S2XjQAK,0061I000007S2XjQAK,0051I000001qQ7DQAU,Small Business,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:19 AM,
0011I00000EmeRjQAJ,120000,United States,Virginia,1,Safe,1/3/2021,12/28/2020 12:23:57 AM,12/28/2020 2:04:17 AM,90000,Pipeline,0011I00000EmeRjQAJ,0081I00000Y2u51QAB,00k1I00000QHAa7QAH,01J1I00000FZz8bUAD,0051I000001qQ7DQAU,0061I000007S2XlQAK,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Proposal/Price Quote,Lacus Pede Sagittis Corp.,Rachel Stark,Lacus Pede Sagittis Corp. 7,1,0061I000007S2XlQAK,0061I000007S2XlQAK,0051I000001qQ7DQAU,Small Business,7,,Proposal/Price Quote,Proposal/Price Quote,1/2/2021 10:37:19 AM,
0011I00000EmeRjQAJ,10000,United States,Virginia,1,Safe,12/28/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:17 AM,7500,Pipeline,0011I00000EmeRjQAJ,0081I00000Y2u52QAB,00k1I00000QHAa9QAH,01J1I00000FZz8bUAD,0051I000001qQ7DQAU,0061I000007S2XnQAK,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Proposal/Price Quote,Lacus Pede Sagittis Corp.,Rachel Stark,Lacus Pede Sagittis Corp. 9,1,0061I000007S2XnQAK,0061I000007S2XnQAK,0051I000001qQ7DQAU,Small Business,7,,Proposal/Price Quote,Proposal/Price Quote,1/2/2021 10:37:19 AM,
0011I00000EmeRjQAJ,75000,United States,Virginia,1,Safe,12/7/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:17 AM,67500,Pipeline,0011I00000EmeRjQAJ,0081I00000Y2u53QAB,00k1I00000QHAaAQAX,01J1I00000FZz8hUAD,0051I000001qQ7DQAU,0061I000007S2XoQAK,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Negotiation/Review,Lacus Pede Sagittis Corp.,Rachel Stark,Lacus Pede Sagittis Corp. 10,1,0061I000007S2XoQAK,0061I000007S2XoQAK,0051I000001qQ7DQAU,Small Business,8,,Negotiation/Review,Negotiation/Review,1/2/2021 10:37:19 AM,
0011I00000EmeRjQAJ,5000,United States,Virginia,1,Safe,11/3/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:17 AM,500,Pipeline,0011I00000EmeRjQAJ,0081I00000Y2u54QAB,00k1I00000QHAaBQAX,01J1I00000FZz8aUAD,0051I000001qQ7DQAU,0061I000007S2XpQAK,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Qualification,Lacus Pede Sagittis Corp.,Rachel Stark,Lacus Pede Sagittis Corp. 11,1,0061I000007S2XpQAK,0061I000007S2XpQAK,0051I000001qQ7DQAU,Small Business,2,,Qualification,Qualification,1/2/2021 10:37:19 AM,
0011I00000EmeRiQAJ,150000,Japan,Connecticut,1,Safe,10/17/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,15000,Pipeline,0011I00000EmeRiQAJ,0081I00000Y2u55QAB,00k1I00000QHAaGQAX,01J1I00000FZz8ZUAT,0051I000001qQ7IQAU,0061I000007S2XtQAK,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Prospecting,Risus Morbi Metus LLP,Sean Barton,Risus Morbi Metus LLP 15,1,0061I000007S2XtQAK,0061I000007S2XtQAK,0051I000001qQ7IQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:19 AM,
0011I00000EmeRhQAJ,15000,United States,South Carolina,1,Safe,11/13/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:19 AM,1500,Pipeline,0011I00000EmeRhQAJ,0081I00000Y2u56QAB,00k1I00000QHAaOQAX,01J1I00000FZz8ZUAT,0051I000001qQ7DQAU,0061I000007S2Y1QAK,Biotechnology,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Prospecting,Augue Sed Molestie PC,Rachel Stark,Augue Sed Molestie PC 8,1,0061I000007S2Y1QAK,0061I000007S2Y1QAK,0051I000001qQ7DQAU,Small Business,1,,Prospecting,Prospecting,1/2/2021 10:37:19 AM,
0011I00000EmeRgQAJ,5000,Canada,Quebec,1,Safe,11/17/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:19 AM,500,Pipeline,0011I00000EmeRgQAJ,0081I00000Y2u57QAB,00k1I00000QHAaTQAX,01J1I00000FZz8ZUAT,0051I000001qQ7DQAU,0061I000007S2Y6QAK,Chemicals,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Prospecting,Vulputate Velit Corporation,Rachel Stark,Vulputate Velit Corporation 13,1,0061I000007S2Y6QAK,0061I000007S2Y6QAK,0051I000001qQ7DQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:19 AM,
0011I00000EmeRfQAJ,150000,Japan,New York,1,Safe,11/1/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,15000,Pipeline,0011I00000EmeRfQAJ,0081I00000Y2u58QAB,00k1I00000QHAaXQAX,01J1I00000FZz8ZUAT,0051I000001qQ7IQAU,0061I000007S2YAQA0,Communications,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Prospecting,Commodo Hendrerit LLC,Sean Barton,Commodo Hendrerit LLC 2,1,0061I000007S2YAQA0,0061I000007S2YAQA0,0051I000001qQ7IQAU,Small Business,1,,Prospecting,Prospecting,1/2/2021 10:37:19 AM,
0011I00000EmeReQAJ,100000,New Zealand,California,1,Safe,11/14/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:19 AM,10000,Pipeline,0011I00000EmeReQAJ,0081I00000Y2u59QAB,00k1I00000QHAaeQAH,01J1I00000FZz8aUAD,0051I000001qQ7DQAU,0061I000007S2YHQA0,Communications,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Qualification,Ipsum Ltd,Rachel Stark,Ipsum Ltd 9,1,0061I000007S2YHQA0,0061I000007S2YHQA0,0051I000001qQ7DQAU,Enterprise,2,,Qualification,Qualification,1/2/2021 10:37:19 AM,
0011I00000EmeReQAJ,10000,New Zealand,California,1,Safe,11/3/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:19 AM,1000,Pipeline,0011I00000EmeReQAJ,0081I00000Y2u5AQAR,00k1I00000QHAafQAH,01J1I00000FZz8aUAD,0051I000001qQ7DQAU,0061I000007S2YIQA0,Communications,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Qualification,Ipsum Ltd,Rachel Stark,Ipsum Ltd 10,1,0061I000007S2YIQA0,0061I000007S2YIQA0,0051I000001qQ7DQAU,Enterprise,2,,Qualification,Qualification,1/2/2021 10:37:19 AM,
0011I00000EmeRdQAJ,30000,Japan,Massachusetts,1,Safe,11/28/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:19 AM,3000,Pipeline,0011I00000EmeRdQAJ,0081I00000Y2u5BQAR,00k1I00000QHAakQAH,01J1I00000FZz8aUAD,0051I000001qQ7DQAU,0061I000007S2YNQA0,Communications,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Qualification,Adipiscing Inc.,Rachel Stark,Adipiscing Inc. 15,1,0061I000007S2YNQA0,0061I000007S2YNQA0,0051I000001qQ7DQAU,Enterprise,2,,Qualification,Qualification,1/2/2021 10:37:19 AM,
0011I00000EmeRcQAJ,50000,United States,Michigan,1,Safe,12/8/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,5000,Pipeline,0011I00000EmeRcQAJ,0081I00000Y2u5CQAR,00k1I00000QHAaoQAH,01J1I00000FZz8aUAD,0051I000001qQ7IQAU,0061I000007S2YRQA0,Communications,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Qualification,Nulla Corporation,Sean Barton,Nulla Corporation 4,1,0061I000007S2YRQA0,0061I000007S2YRQA0,0051I000001qQ7IQAU,Commercial,2,,Qualification,Qualification,1/2/2021 10:37:19 AM,
0011I00000EmeRcQAJ,25000,United States,Michigan,1,Safe,11/16/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,2500,Pipeline,0011I00000EmeRcQAJ,0081I00000Y2u5DQAR,00k1I00000QHAapQAH,01J1I00000FZz8aUAD,0051I000001qQ7IQAU,0061I000007S2YSQA0,Communications,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Qualification,Nulla Corporation,Sean Barton,Nulla Corporation 5,1,0061I000007S2YSQA0,0061I000007S2YSQA0,0051I000001qQ7IQAU,Commercial,2,,Qualification,Qualification,1/2/2021 10:37:19 AM,
0011I00000EmeRcQAJ,5000,United States,Michigan,1,Safe,11/3/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:19 AM,1000,Pipeline,0011I00000EmeRcQAJ,0081I00000Y2u5EQAR,00k1I00000QHAaqQAH,01J1I00000FZz8gUAD,0051I000001qQ7IQAU,0061I000007S2YTQA0,Communications,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Needs Analysis,Nulla Corporation,Sean Barton,Nulla Corporation 6,1,0061I000007S2YTQA0,0061I000007S2YTQA0,0051I000001qQ7IQAU,Commercial,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:19 AM,
0011I00000EmeRbQAJ,20000,United States,California,1,At Risk,12/4/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:19 AM,4000,Pipeline,0011I00000EmeRbQAJ,0081I00000Y2u5FQAR,00k1I00000QHAasQAH,01J1I00000FZz8gUAD,0051I000001qQ7DQAU,0061I000007S2YVQA0,Construction,False,1/2/2021 10:37:19 AM,0051I000000KVf7QAG,Needs Analysis,Diam Nunc Associates,Rachel Stark,Covid Diam Nunc Associates 8,1,0061I000007S2YVQA0,0061I000007S2YVQA0,0051I000001qQ7DQAU,Small Business,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:19 AM,
